respondent_id,brand,price_per_month,beans,delivery,rating
R0227,Casa Verde,$24,House blend,Every two weeks,1
R0227,Arabica Hills,$14,House blend,Every two weeks,9
R0228,Nordic Roast,$19,Single origin,Every two weeks,7
R0228,Nordic Roast,$24,House blend,Every two weeks,3
R0228,Arabica Hills,$24,Single origin,Monthly,3
R0228,Casa Verde,$19,Single origin,Monthly,4
R0228,Nordic Roast,$24,House blend,Monthly,5
R0228,Arabica Hills,$24,House blend,Monthly,4
R0228,Nordic Roast,$14,Single origin,Monthly,7
R0228,Casa Verde,$19,House blend,Weekly,5
R0228,Casa Verde,$14,Single origin,Weekly,5
R0228,Nordic Roast,$24,Single origin,Monthly,5
R0228,Arabica Hills,$19,House blend,Monthly,6
R0228,Casa Verde,$14,Single origin,Monthly,4
R0228,Arabica Hills,$19,Single origin,Every two weeks,7
R0228,Casa Verde,$14,House blend,Monthly,4
R0229,Nordic Roast,$24,Single origin,Monthly,4
R0229,Nordic Roast,$14,Single origin,Every two weeks,7
R0229,Casa Verde,$14,Single origin,Monthly,6
R0229,Nordic Roast,$19,House blend,Weekly,7
R0229,Nordic Roast,$24,Single origin,Weekly,7
R0229,Casa Verde,$24,House blend,Every two weeks,3
R0229,Casa Verde,$24,Single origin,Monthly,3
R0229,Arabica Hills,$19,Single origin,Every two weeks,6
R0229,Casa Verde,$14,House blend,Weekly,6
R0229,Casa Verde,$19,Single origin,Monthly,5
R0229,Casa Verde,$19,House blend,Every two weeks,2
R0229,Casa Verde,$24,House blend,Monthly,3
R0229,Nordic Roast,$14,House blend,Weekly,10
R0229,Casa Verde,$24,Single origin,Weekly,5
R0230,Nordic Roast,$24,House blend,Weekly,3
R0230,Nordic Roast,$14,House blend,Monthly,6
R0230,Nordic Roast,$14,Single origin,Monthly,7
R0230,Casa Verde,$14,Single origin,Monthly,7
R0230,Nordic Roast,$19,Single origin,Every two weeks,8
R0230,Casa Verde,$14,House blend,Every two weeks,8
R0230,Arabica Hills,$14,Single origin,Weekly,9
R0230,Casa Verde,$24,Single origin,Every two weeks,4
R0230,Nordic Roast,$19,Single origin,Weekly,8
R0230,Casa Verde,$14,House blend,Weekly,6
R0230,Arabica Hills,$24,House blend,Monthly,3
R0230,Casa Verde,$14,Single origin,Weekly,8
R0230,Nordic Roast,$24,House blend,Monthly,1
R0230,Nordic Roast,$24,House blend,Every two weeks,3
R0231,Arabica Hills,$14,Single origin,Every two weeks,8
R0231,Casa Verde,$19,Single origin,Monthly,4
R0231,Nordic Roast,$19,House blend,Every two weeks,4
R0231,Nordic Roast,$24,Single origin,Monthly,3
R0231,Casa Verde,$14,Single origin,Monthly,4
R0231,Arabica Hills,$19,Single origin,Weekly,5
R0231,Arabica Hills,$19,Single origin,Monthly,5
R0231,Nordic Roast,$19,House blend,Weekly,4
R0231,Arabica Hills,$19,Single origin,Every two weeks,6
R0231,Arabica Hills,$14,House blend,Monthly,7
R0231,Casa Verde,$24,House blend,Monthly,1
R0231,Nordic Roast,$19,House blend,Monthly,5
R0231,Nordic Roast,$14,House blend,Every two weeks,6
R0231,Casa Verde,$19,Single origin,Every two weeks,5
R0232,Casa Verde,$14,House blend,Monthly,4
R0232,Arabica Hills,$14,Single origin,Weekly,10
R0232,Nordic Roast,$24,Single origin,Every two weeks,4
R0232,Arabica Hills,$24,Single origin,Every two weeks,4
R0232,Casa Verde,$24,House blend,Every two weeks,5
R0232,Casa Verde,$19,Single origin,Every two weeks,8
R0232,Nordic Roast,$24,Single origin,Weekly,3
R0232,Arabica Hills,$19,House blend,Monthly,5
R0232,Casa Verde,$24,House blend,Weekly,5
R0232,Casa Verde,$19,Single origin,Weekly,6
R0232,Casa Verde,$19,House blend,Weekly,7
R0232,Nordic Roast,$24,House blend,Weekly,4
R0232,Nordic Roast,$14,Single origin,Monthly,4
R0232,Nordic Roast,$19,Single origin,Weekly,7
R0233,Arabica Hills,$19,House blend,Every two weeks,6
R0233,Casa Verde,$19,House blend,Monthly,2
R0233,Casa Verde,$14,Single origin,Monthly,6
R0233,Arabica Hills,$14,House blend,Weekly,7
R0233,Nordic Roast,$24,House blend,Weekly,4
R0233,Arabica Hills,$14,Single origin,Monthly,7
R0233,Arabica Hills,$14,Single origin,Every two weeks,9
R0233,Casa Verde,$24,House blend,Weekly,3
R0233,Casa Verde,$24,Single origin,Weekly,5
R0233,Nordic Roast,$19,Single origin,Monthly,7
R0233,Nordic Roast,$14,House blend,Weekly,7
R0233,Casa Verde,$19,House blend,Every two weeks,4
R0233,Arabica Hills,$24,House blend,Monthly,2
R0233,Casa Verde,$14,House blend,Weekly,7
R0234,Nordic Roast,$19,House blend,Every two weeks,8
R0234,Casa Verde,$19,House blend,Monthly,6
R0234,Arabica Hills,$19,Single origin,Every two weeks,7
R0234,Casa Verde,$14,House blend,Weekly,6
R0234,Nordic Roast,$19,Single origin,Weekly,7
R0234,Arabica Hills,$19,Single origin,Weekly,4
R0234,Casa Verde,$14,Single origin,Every two weeks,7
R0234,Arabica Hills,$14,Single origin,Weekly,6
R0234,Nordic Roast,$14,House blend,Every two weeks,8
R0234,Nordic Roast,$24,Single origin,Monthly,3
R0234,Nordic Roast,$14,Single origin,Weekly,7
R0234,Nordic Roast,$24,House blend,Every two weeks,6
R0234,Casa Verde,$24,House blend,Monthly,1
R0234,Nordic Roast,$19,Single origin,Every two weeks,7
R0235,Nordic Roast,$14,House blend,Weekly,6
R0235,Nordic Roast,$24,Single origin,Weekly,4
R0235,Arabica Hills,$14,Single origin,Weekly,9
R0235,Nordic Roast,$24,House blend,Every two weeks,3
R0235,Nordic Roast,$19,Single origin,Every two weeks,5
R0235,Nordic Roast,$24,House blend,Monthly,1
R0235,Arabica Hills,$19,House blend,Weekly,6
R0235,Casa Verde,$14,Single origin,Monthly,7
R0235,Casa Verde,$19,House blend,Weekly,6
R0235,Nordic Roast,$19,House blend,Weekly,5
R0235,Arabica Hills,$14,House blend,Monthly,7
R0235,Nordic Roast,$14,Single origin,Weekly,5
R0235,Nordic Roast,$19,House blend,Monthly,4
R0235,Casa Verde,$19,Single origin,Every two weeks,5
R0236,Arabica Hills,$14,Single origin,Monthly,7
R0236,Nordic Roast,$19,Single origin,Weekly,9
R0236,Nordic Roast,$14,Single origin,Weekly,10
R0236,Casa Verde,$24,House blend,Every two weeks,4
R0236,Nordic Roast,$24,House blend,Weekly,6
R0236,Arabica Hills,$19,House blend,Monthly,7
R0236,Arabica Hills,$19,Single origin,Weekly,9
R0236,Nordic Roast,$24,Single origin,Weekly,6
R0236,Nordic Roast,$14,House blend,Every two weeks,7
R0236,Casa Verde,$14,Single origin,Weekly,8
R0236,Arabica Hills,$19,Single origin,Every two weeks,10
R0236,Casa Verde,$24,House blend,Weekly,6
R0236,Casa Verde,$19,Single origin,Weekly,8
R0236,Arabica Hills,$19,House blend,Weekly,9
R0237,Arabica Hills,$19,Single origin,Every two weeks,6
R0237,Arabica Hills,$24,Single origin,Every two weeks,6
R0237,Casa Verde,$24,House blend,Weekly,5
R0237,Arabica Hills,$19,Single origin,Monthly,7
R0237,Nordic Roast,$19,Single origin,Weekly,8
R0237,Nordic Roast,$19,House blend,Weekly,8
R0237,Arabica Hills,$14,Single origin,Every two weeks,8
R0237,Arabica Hills,$14,House blend,Weekly,6
R0237,Casa Verde,$19,House blend,Every two weeks,6
R0237,Nordic Roast,$24,Single origin,Weekly,6
R0237,Casa Verde,$24,Single origin,Monthly,3
R0237,Arabica Hills,$24,House blend,Monthly,4
R0237,Casa Verde,$14,House blend,Weekly,8
R0237,Arabica Hills,$24,House blend,Weekly,5
R0238,Nordic Roast,$14,House blend,Weekly,10
R0238,Casa Verde,$24,House blend,Weekly,6
R0238,Casa Verde,$24,House blend,Monthly,2
R0238,Nordic Roast,$19,House blend,Monthly,9
R0238,Nordic Roast,$24,Single origin,Every two weeks,4
R0238,Casa Verde,$14,House blend,Every two weeks,7
R0238,Casa Verde,$14,Single origin,Weekly,9
R0238,Arabica Hills,$24,House blend,Monthly,5
R0238,Arabica Hills,$24,House blend,Every two weeks,6
R0238,Arabica Hills,$24,House blend,Weekly,5
R0238,Nordic Roast,$24,Single origin,Weekly,6
R0238,Arabica Hills,$24,Single origin,Every two weeks,6
R0238,Arabica Hills,$14,Single origin,Every two weeks,9
R0238,Casa Verde,$14,Single origin,Monthly,6
R0239,Arabica Hills,$19,House blend,Monthly,6
R0239,Arabica Hills,$24,Single origin,Weekly,5
R0239,Arabica Hills,$24,House blend,Weekly,6
R0239,Arabica Hills,$19,Single origin,Monthly,7
R0239,Nordic Roast,$19,Single origin,Weekly,5
R0239,Arabica Hills,$19,Single origin,Weekly,7
R0239,Nordic Roast,$14,Single origin,Monthly,8
R0239,Arabica Hills,$19,House blend,Weekly,6
R0239,Nordic Roast,$19,Single origin,Every two weeks,6
R0239,Arabica Hills,$24,House blend,Every two weeks,5
R0239,Nordic Roast,$14,Single origin,Weekly,9
R0239,Casa Verde,$19,House blend,Weekly,4
R0239,Arabica Hills,$14,Single origin,Every two weeks,9
R0239,Casa Verde,$24,House blend,Weekly,6
R0240,Arabica Hills,$24,House blend,Every two weeks,5
R0240,Casa Verde,$14,House blend,Monthly,6
R0240,Arabica Hills,$19,House blend,Weekly,6
R0240,Arabica Hills,$14,House blend,Monthly,3
R0240,Arabica Hills,$24,Single origin,Every two weeks,6
R0240,Nordic Roast,$24,Single origin,Weekly,7
R0240,Nordic Roast,$24,Single origin,Every two weeks,7
R0240,Nordic Roast,$19,House blend,Weekly,6
R0240,Nordic Roast,$14,Single origin,Monthly,6
R0240,Casa Verde,$14,Single origin,Monthly,2
R0240,Arabica Hills,$19,House blend,Every two weeks,8
R0240,Arabica Hills,$19,Single origin,Weekly,6
R0240,Casa Verde,$24,Single origin,Weekly,4
R0240,Arabica Hills,$19,House blend,Monthly,5
R0241,Casa Verde,$19,House blend,Weekly,6
R0241,Nordic Roast,$19,Single origin,Monthly,9
R0241,Nordic Roast,$19,Single origin,Weekly,9
R0241,Nordic Roast,$24,Single origin,Every two weeks,8
R0241,Casa Verde,$14,Single origin,Every two weeks,7
R0241,Casa Verde,$24,Single origin,Weekly,6
R0241,Arabica Hills,$14,House blend,Every two weeks,6
R0241,Casa Verde,$19,Single origin,Every two weeks,9
R0241,Arabica Hills,$24,Single origin,Monthly,6
R0241,Casa Verde,$14,Single origin,Weekly,7
R0241,Casa Verde,$24,Single origin,Every two weeks,5
R0241,Casa Verde,$19,Single origin,Monthly,6
R0241,Nordic Roast,$14,House blend,Weekly,8
R0241,Casa Verde,$24,House blend,Weekly,4
R0242,Arabica Hills,$19,House blend,Monthly,6
R0242,Casa Verde,$24,Single origin,Monthly,2
R0242,Arabica Hills,$24,Single origin,Weekly,2
R0242,Arabica Hills,$24,House blend,Weekly,3
R0242,Nordic Roast,$14,Single origin,Monthly,7
R0242,Casa Verde,$14,Single origin,Monthly,6
R0242,Nordic Roast,$19,Single origin,Every two weeks,7
R0242,Arabica Hills,$14,Single origin,Monthly,7
R0242,Arabica Hills,$14,Single origin,Every two weeks,4
R0242,Arabica Hills,$24,House blend,Monthly,3
R0242,Arabica Hills,$19,Single origin,Every two weeks,4
R0242,Arabica Hills,$14,House blend,Every two weeks,6
R0242,Nordic Roast,$24,Single origin,Weekly,4
R0242,Nordic Roast,$24,Single origin,Every two weeks,2
R0243,Casa Verde,$24,House blend,Every two weeks,6
R0243,Arabica Hills,$24,House blend,Every two weeks,6
R0243,Casa Verde,$24,House blend,Monthly,5
R0243,Arabica Hills,$19,House blend,Monthly,6
R0243,Arabica Hills,$14,House blend,Weekly,8
R0243,Nordic Roast,$24,Single origin,Weekly,7
R0243,Arabica Hills,$24,Single origin,Monthly,6
R0243,Arabica Hills,$19,Single origin,Every two weeks,7
R0243,Casa Verde,$24,Single origin,Every two weeks,5
R0243,Casa Verde,$19,House blend,Every two weeks,6
R0243,Arabica Hills,$24,Single origin,Weekly,6
R0243,Nordic Roast,$14,House blend,Weekly,7
R0243,Nordic Roast,$24,Single origin,Every two weeks,5
R0243,Nordic Roast,$14,Single origin,Monthly,8
R0244,Casa Verde,$24,House blend,Monthly,4
R0244,Nordic Roast,$14,House blend,Monthly,6
R0244,Arabica Hills,$19,House blend,Every two weeks,9
R0244,Arabica Hills,$14,Single origin,Weekly,9
R0244,Nordic Roast,$24,Single origin,Monthly,5
R0244,Nordic Roast,$19,Single origin,Weekly,9
R0244,Nordic Roast,$24,Single origin,Every two weeks,6
R0244,Arabica Hills,$24,Single origin,Weekly,7
R0244,Nordic Roast,$19,Single origin,Monthly,6
R0244,Arabica Hills,$19,House blend,Monthly,6
R0244,Nordic Roast,$24,House blend,Weekly,5
R0244,Nordic Roast,$19,Single origin,Every two weeks,8
R0244,Arabica Hills,$24,Single origin,Every two weeks,5
R0244,Casa Verde,$14,Single origin,Every two weeks,6
R0245,Arabica Hills,$14,Single origin,Weekly,10
R0245,Casa Verde,$14,House blend,Every two weeks,7
R0245,Casa Verde,$24,House blend,Monthly,1
R0245,Casa Verde,$19,Single origin,Weekly,9
R0245,Nordic Roast,$19,Single origin,Weekly,10
R0245,Arabica Hills,$14,House blend,Monthly,5
R0245,Nordic Roast,$14,House blend,Monthly,4
R0245,Arabica Hills,$24,House blend,Every two weeks,4
R0245,Nordic Roast,$19,Single origin,Monthly,7
R0245,Casa Verde,$24,Single origin,Monthly,3
R0245,Casa Verde,$24,House blend,Every two weeks,3
R0245,Arabica Hills,$19,Single origin,Every two weeks,9
R0245,Arabica Hills,$19,House blend,Every two weeks,5
R0245,Casa Verde,$14,Single origin,Weekly,8
R0246,Casa Verde,$24,Single origin,Weekly,2
R0246,Nordic Roast,$24,Single origin,Weekly,6
R0246,Arabica Hills,$19,House blend,Every two weeks,8
R0246,Casa Verde,$19,Single origin,Every two weeks,7
R0246,Arabica Hills,$19,Single origin,Monthly,6
R0246,Arabica Hills,$19,Single origin,Weekly,7
R0246,Nordic Roast,$19,House blend,Monthly,8
R0246,Nordic Roast,$19,Single origin,Monthly,7
R0246,Arabica Hills,$24,Single origin,Weekly,6
R0246,Arabica Hills,$19,Single origin,Every two weeks,7
R0246,Nordic Roast,$14,House blend,Every two weeks,8
R0246,Casa Verde,$24,House blend,Monthly,3
R0246,Nordic Roast,$14,Single origin,Monthly,7
R0246,Arabica Hills,$24,House blend,Every two weeks,5
R0247,Nordic Roast,$14,House blend,Monthly,6
R0247,Nordic Roast,$24,Single origin,Every two weeks,5
R0247,Nordic Roast,$19,Single origin,Monthly,6
R0247,Casa Verde,$19,House blend,Monthly,3
R0247,Arabica Hills,$24,Single origin,Monthly,3
R0247,Casa Verde,$19,House blend,Every two weeks,4
R0247,Arabica Hills,$14,House blend,Monthly,5
R0247,Nordic Roast,$19,House blend,Every two weeks,6
R0247,Nordic Roast,$19,Single origin,Every two weeks,6
R0247,Nordic Roast,$19,House blend,Monthly,5
R0247,Arabica Hills,$14,Single origin,Every two weeks,8
R0247,Casa Verde,$19,Single origin,Every two weeks,7
R0247,Arabica Hills,$24,House blend,Every two weeks,4
R0247,Casa Verde,$19,Single origin,Weekly,7
R0248,Nordic Roast,$24,Single origin,Monthly,5
R0248,Arabica Hills,$19,Single origin,Every two weeks,8
R0248,Casa Verde,$19,House blend,Every two weeks,7
R0248,Arabica Hills,$19,House blend,Weekly,7
R0248,Nordic Roast,$19,Single origin,Weekly,7
R0248,Casa Verde,$24,House blend,Every two weeks,7
R0248,Arabica Hills,$24,Single origin,Monthly,5
R0248,Nordic Roast,$14,House blend,Every two weeks,7
R0248,Nordic Roast,$24,Single origin,Weekly,5
R0248,Arabica Hills,$19,Single origin,Weekly,7
R0248,Arabica Hills,$14,House blend,Every two weeks,8
R0248,Nordic Roast,$19,House blend,Every two weeks,7
R0248,Arabica Hills,$24,House blend,Monthly,4
R0248,Casa Verde,$14,Single origin,Monthly,5
R0249,Nordic Roast,$24,Single origin,Weekly,6
R0249,Nordic Roast,$14,House blend,Every two weeks,6
R0249,Casa Verde,$14,Single origin,Weekly,7
R0249,Casa Verde,$19,House blend,Weekly,6
R0249,Arabica Hills,$14,House blend,Monthly,5
R0249,Casa Verde,$19,Single origin,Weekly,6
R0249,Nordic Roast,$14,Single origin,Weekly,7
R0249,Arabica Hills,$19,House blend,Weekly,7
R0249,Arabica Hills,$14,Single origin,Weekly,8
R0249,Casa Verde,$14,House blend,Monthly,6
R0249,Arabica Hills,$19,Single origin,Weekly,9
R0249,Nordic Roast,$19,Single origin,Monthly,7
R0249,Casa Verde,$24,House blend,Monthly,2
R0249,Nordic Roast,$24,House blend,Every two weeks,5
R0250,Casa Verde,$19,Single origin,Monthly,6
R0250,Arabica Hills,$14,House blend,Monthly,6
R0250,Arabica Hills,$19,House blend,Monthly,5
R0250,Casa Verde,$24,Single origin,Every two weeks,5
R0250,Casa Verde,$19,House blend,Weekly,4
R0250,Arabica Hills,$14,Single origin,Every two weeks,10
R0250,Nordic Roast,$19,House blend,Every two weeks,7
R0250,Casa Verde,$24,House blend,Monthly,2
R0250,Arabica Hills,$19,House blend,Every two weeks,4
R0250,Casa Verde,$19,Single origin,Weekly,7
R0250,Casa Verde,$19,Single origin,Every two weeks,5
R0250,Casa Verde,$24,House blend,Weekly,4
R0250,Nordic Roast,$24,Single origin,Every two weeks,7
R0250,Nordic Roast,$14,Single origin,Every two weeks,10
R0251,Casa Verde,$24,Single origin,Every two weeks,5
R0251,Nordic Roast,$14,Single origin,Weekly,10
R0251,Nordic Roast,$19,House blend,Monthly,6
R0251,Casa Verde,$14,Single origin,Every two weeks,8
R0251,Arabica Hills,$19,Single origin,Every two weeks,9
R0251,Nordic Roast,$14,House blend,Every two weeks,6
R0251,Casa Verde,$19,Single origin,Weekly,6
R0251,Nordic Roast,$19,Single origin,Monthly,5
R0251,Nordic Roast,$14,Single origin,Monthly,9
R0251,Casa Verde,$19,House blend,Every two weeks,3
R0251,Nordic Roast,$14,House blend,Weekly,7
R0251,Casa Verde,$19,House blend,Weekly,3
R0251,Casa Verde,$24,Single origin,Monthly,2
R0251,Arabica Hills,$24,House blend,Monthly,3
R0252,Nordic Roast,$24,Single origin,Every two weeks,5
R0252,Nordic Roast,$14,Single origin,Every two weeks,7
R0252,Arabica Hills,$19,Single origin,Every two weeks,8
R0252,Nordic Roast,$14,Single origin,Weekly,5
R0252,Casa Verde,$14,Single origin,Every two weeks,8
R0252,Casa Verde,$19,House blend,Monthly,4
R0252,Casa Verde,$24,Single origin,Weekly,6
R0252,Casa Verde,$24,House blend,Weekly,6
R0252,Arabica Hills,$19,House blend,Weekly,6
R0252,Casa Verde,$14,Single origin,Monthly,4
R0252,Nordic Roast,$19,House blend,Monthly,4
R0252,Arabica Hills,$14,Single origin,Weekly,8
R0252,Nordic Roast,$24,House blend,Weekly,4
R0252,Arabica Hills,$24,Single origin,Weekly,5
R0253,Casa Verde,$14,House blend,Every two weeks,6
R0253,Nordic Roast,$19,Single origin,Every two weeks,8
R0253,Nordic Roast,$14,House blend,Weekly,7
R0253,Casa Verde,$19,House blend,Weekly,8
R0253,Arabica Hills,$14,House blend,Weekly,7
R0253,Arabica Hills,$24,House blend,Every two weeks,5
R0253,Casa Verde,$24,House blend,Monthly,2
R0253,Casa Verde,$24,Single origin,Every two weeks,4
R0253,Arabica Hills,$14,Single origin,Monthly,6
R0253,Casa Verde,$19,House blend,Every two weeks,2
R0253,Arabica Hills,$19,Single origin,Monthly,3
R0253,Casa Verde,$14,House blend,Weekly,7
R0253,Arabica Hills,$14,House blend,Every two weeks,5
R0253,Arabica Hills,$19,Single origin,Every two weeks,6
R0254,Nordic Roast,$19,House blend,Every two weeks,6
R0254,Arabica Hills,$14,Single origin,Monthly,9
R0254,Arabica Hills,$14,Single origin,Weekly,7
R0254,Casa Verde,$19,Single origin,Every two weeks,3
R0254,Nordic Roast,$19,House blend,Monthly,5
R0254,Arabica Hills,$24,Single origin,Monthly,5
R0254,Nordic Roast,$19,House blend,Weekly,4
R0254,Arabica Hills,$14,Single origin,Every two weeks,7
R0254,Casa Verde,$14,Single origin,Every two weeks,6
R0254,Casa Verde,$24,Single origin,Monthly,1
R0254,Casa Verde,$19,Single origin,Weekly,6
R0254,Casa Verde,$14,House blend,Monthly,5
R0254,Arabica Hills,$14,House blend,Every two weeks,7
R0254,Nordic Roast,$14,Single origin,Monthly,6
R0255,Arabica Hills,$24,House blend,Every two weeks,5
R0255,Arabica Hills,$14,Single origin,Monthly,6
R0255,Nordic Roast,$24,House blend,Weekly,3
R0255,Arabica Hills,$19,House blend,Monthly,3
R0255,Casa Verde,$14,House blend,Every two weeks,8
R0255,Casa Verde,$24,Single origin,Weekly,4
R0255,Casa Verde,$14,Single origin,Weekly,9
R0255,Arabica Hills,$19,House blend,Every two weeks,7
R0255,Casa Verde,$19,Single origin,Weekly,7
R0255,Nordic Roast,$24,Single origin,Weekly,5
R0255,Casa Verde,$19,Single origin,Every two weeks,5
R0255,Nordic Roast,$14,Single origin,Monthly,6
R0255,Casa Verde,$14,Single origin,Monthly,4
R0255,Casa Verde,$14,Single origin,Every two weeks,8
R0256,Arabica Hills,$14,House blend,Every two weeks,8
R0256,Arabica Hills,$19,Single origin,Monthly,5
R0256,Casa Verde,$19,Single origin,Every two weeks,5
R0256,Casa Verde,$24,Single origin,Every two weeks,2
R0256,Nordic Roast,$24,Single origin,Monthly,4
R0256,Nordic Roast,$24,House blend,Monthly,4
R0256,Nordic Roast,$19,Single origin,Weekly,7
R0256,Nordic Roast,$19,Single origin,Every two weeks,7
R0256,Casa Verde,$14,Single origin,Weekly,8
R0256,Nordic Roast,$14,House blend,Monthly,6
R0256,Nordic Roast,$19,Single origin,Monthly,5
R0256,Nordic Roast,$24,Single origin,Weekly,5
R0256,Nordic Roast,$14,Single origin,Monthly,8
R0256,Casa Verde,$24,Single origin,Monthly,2
R0257,Nordic Roast,$24,Single origin,Every two weeks,5
R0257,Arabica Hills,$24,House blend,Monthly,5
R0257,Nordic Roast,$19,Single origin,Weekly,9
R0257,Casa Verde,$14,House blend,Weekly,6
R0257,Nordic Roast,$24,House blend,Every two weeks,4
R0257,Nordic Roast,$19,Single origin,Monthly,7
R0257,Casa Verde,$24,Single origin,Weekly,5
R0257,Casa Verde,$24,Single origin,Monthly,4
R0257,Arabica Hills,$24,Single origin,Monthly,6
R0257,Arabica Hills,$24,House blend,Weekly,7
R0257,Arabica Hills,$14,Single origin,Monthly,8
R0257,Nordic Roast,$24,House blend,Weekly,5
R0257,Arabica Hills,$24,House blend,Every two weeks,6
R0257,Nordic Roast,$24,House blend,Monthly,4
R0258,Arabica Hills,$14,House blend,Weekly,10
R0258,Casa Verde,$19,House blend,Every two weeks,5
R0258,Nordic Roast,$24,House blend,Weekly,5
R0258,Nordic Roast,$14,Single origin,Monthly,5
R0258,Nordic Roast,$24,Single origin,Monthly,2
R0258,Casa Verde,$14,Single origin,Every two weeks,6
R0258,Nordic Roast,$19,Single origin,Monthly,5
R0258,Casa Verde,$14,House blend,Every two weeks,5
R0258,Casa Verde,$14,House blend,Weekly,8
R0258,Arabica Hills,$19,Single origin,Monthly,5
R0258,Nordic Roast,$14,House blend,Monthly,5
R0258,Arabica Hills,$24,House blend,Every two weeks,6
R0258,Nordic Roast,$19,House blend,Weekly,7
R0258,Arabica Hills,$24,Single origin,Monthly,3
R0259,Casa Verde,$14,House blend,Weekly,7
R0259,Arabica Hills,$14,House blend,Every two weeks,10
R0259,Nordic Roast,$24,House blend,Monthly,3
R0259,Casa Verde,$14,House blend,Monthly,3
R0259,Arabica Hills,$14,House blend,Monthly,7
R0259,Casa Verde,$24,House blend,Every two weeks,5
R0259,Arabica Hills,$19,Single origin,Weekly,7
R0259,Nordic Roast,$24,Single origin,Weekly,7
R0259,Casa Verde,$19,Single origin,Every two weeks,7
R0259,Nordic Roast,$14,House blend,Monthly,6
R0259,Arabica Hills,$24,House blend,Every two weeks,6
R0259,Arabica Hills,$19,Single origin,Every two weeks,6
R0259,Nordic Roast,$14,Single origin,Every two weeks,9
R0259,Nordic Roast,$19,House blend,Monthly,5
R0260,Arabica Hills,$24,Single origin,Every two weeks,2
R0260,Nordic Roast,$14,Single origin,Weekly,9
R0260,Casa Verde,$19,Single origin,Monthly,3
R0260,Nordic Roast,$24,Single origin,Weekly,3
R0260,Casa Verde,$24,Single origin,Every two weeks,2
R0260,Casa Verde,$24,House blend,Weekly,1
R0260,Casa Verde,$19,Single origin,Weekly,5
R0260,Casa Verde,$24,House blend,Monthly,1
R0260,Arabica Hills,$24,House blend,Every two weeks,6
R0260,Arabica Hills,$24,House blend,Monthly,1
R0260,Nordic Roast,$19,House blend,Every two weeks,6
R0260,Arabica Hills,$14,House blend,Monthly,4
R0260,Arabica Hills,$14,House blend,Weekly,7
R0260,Arabica Hills,$14,Single origin,Monthly,6
R0261,Casa Verde,$19,House blend,Every two weeks,3
R0261,Casa Verde,$14,Single origin,Weekly,7
R0261,Casa Verde,$19,House blend,Weekly,6
R0261,Casa Verde,$24,House blend,Monthly,1
R0261,Arabica Hills,$24,Single origin,Weekly,4
R0261,Arabica Hills,$19,Single origin,Weekly,8
R0261,Arabica Hills,$19,House blend,Weekly,7
R0261,Nordic Roast,$14,Single origin,Every two weeks,7
R0261,Nordic Roast,$24,House blend,Every two weeks,1
R0261,Arabica Hills,$24,House blend,Monthly,4
R0261,Nordic Roast,$14,Single origin,Monthly,7
R0261,Nordic Roast,$19,Single origin,Monthly,7
R0261,Arabica Hills,$19,House blend,Every two weeks,5
R0261,Arabica Hills,$14,House blend,Every two weeks,7
R0262,Nordic Roast,$24,House blend,Weekly,5
R0262,Arabica Hills,$14,House blend,Every two weeks,4
R0262,Casa Verde,$19,House blend,Monthly,5
R0262,Arabica Hills,$24,House blend,Monthly,1
R0262,Casa Verde,$24,Single origin,Monthly,5
R0262,Arabica Hills,$14,Single origin,Every two weeks,7
R0262,Arabica Hills,$19,Single origin,Every two weeks,7
R0262,Arabica Hills,$19,House blend,Every two weeks,5
R0262,Casa Verde,$14,Single origin,Monthly,8
R0262,Arabica Hills,$19,House blend,Weekly,6
R0262,Nordic Roast,$14,Single origin,Weekly,10
R0262,Arabica Hills,$19,Single origin,Weekly,9
R0262,Casa Verde,$19,House blend,Weekly,6
R0262,Arabica Hills,$19,House blend,Monthly,6
R0263,Arabica Hills,$24,Single origin,Every two weeks,7
R0263,Nordic Roast,$24,Single origin,Weekly,5
R0263,Casa Verde,$19,House blend,Weekly,4
R0263,Casa Verde,$24,Single origin,Monthly,3
R0263,Nordic Roast,$24,Single origin,Every two weeks,3
R0263,Casa Verde,$24,Single origin,Weekly,4
R0263,Arabica Hills,$14,House blend,Every two weeks,7
R0263,Casa Verde,$19,House blend,Every two weeks,3
R0263,Arabica Hills,$14,House blend,Weekly,9
R0263,Casa Verde,$24,House blend,Monthly,4
R0263,Nordic Roast,$24,House blend,Every two weeks,4
R0263,Casa Verde,$14,House blend,Monthly,4
R0263,Nordic Roast,$19,Single origin,Monthly,5
R0263,Arabica Hills,$19,House blend,Every two weeks,6
R0264,Casa Verde,$24,Single origin,Monthly,2
R0264,Nordic Roast,$19,House blend,Every two weeks,6
R0264,Casa Verde,$14,House blend,Weekly,7
R0264,Casa Verde,$24,Single origin,Weekly,5
R0264,Arabica Hills,$19,House blend,Weekly,7
R0264,Arabica Hills,$14,House blend,Weekly,7
R0264,Casa Verde,$19,Single origin,Weekly,8
R0264,Casa Verde,$19,House blend,Weekly,6
R0264,Casa Verde,$19,Single origin,Every two weeks,5
R0264,Casa Verde,$24,House blend,Every two weeks,4
R0264,Nordic Roast,$19,Single origin,Every two weeks,7
R0264,Arabica Hills,$24,Single origin,Weekly,7
R0264,Nordic Roast,$14,Single origin,Monthly,5
R0264,Nordic Roast,$24,Single origin,Monthly,3
